Record,Avg,CSN_0,CSN_1,CNS_2,ARP,DHCP,DNS,HTML,ICMP,TCP,UDP,Label
1,0.0961,29,23,0,0,0,33,0,4,15,0,bad
2,0.1191,22,20,0,0,0,32,0,4,6,0,bad
3,0.1004,26,22,0,0,0,31,0,5,12,0,bad
4,0.0086,30,28,0,0,0,32,0,7,19,0,bad
5,2.3399,2,0,0,0,0,0,0,0,2,0,bad
6,0.0963,28,24,0,0,0,33,0,4,15,0,bad
7,0.0999,27,23,0,0,0,32,0,4,14,0,bad
8,0.1163,22,21,0,0,0,32,0,4,7,0,bad
9,0.1042,26,22,0,0,0,32,0,4,12,0,bad
10,0.1191,22,20,0,0,0,32,0,4,6,0,bad
11,0.1041,26,22,0,0,0,32,0,4,12,0,bad
12,0.1191,22,20,0,0,0,32,0,4,6,0,bad
13,0.0306,25,23,0,0,0,31,0,4,12,0,bad
14,1.7624,1,1,0,0,0,1,0,0,0,0,bad
15,0.1192,22,20,0,0,0,32,0,4,6,0,bad
16,0.1042,26,22,0,0,0,32,0,4,12,0,bad
17,0.1147,22,20,0,0,0,31,0,5,6,0,bad
18,0.0087,32,29,0,0,0,32,0,7,22,0,bad
19,0.9299,4,1,0,0,0,1,0,0,4,0,bad
20,0.1087,24,22,0,0,0,32,0,4,10,0,bad
21,0.1112,24,21,0,0,0,32,0,4,9,0,bad
22,0.1042,26,22,0,0,0,32,0,4,12,0,bad
23,0.119,22,20,0,0,0,32,0,4,6,0,bad
24,0.1042,26,22,0,0,0,32,0,4,12,0,bad
25,0.1191,22,20,0,0,0,32,0,4,6,0,bad
26,0.1021,26,23,0,0,0,32,0,4,13,0,bad
27,0.1162,22,21,0,0,0,32,0,4,7,0,bad
28,0.1041,26,22,0,0,0,32,0,4,12,0,bad
29,0.1042,26,22,0,0,0,32,0,4,12,0,bad
30,0.1072,24,21,0,0,0,31,0,5,9,0,bad
31,0.0089,32,29,0,0,0,32,0,7,22,0,bad
32,0.9256,4,1,0,0,0,1,0,0,4,0,bad
33,0.1089,24,22,0,0,0,32,0,4,10,0,bad
34,0.0827,25,22,1,0,0,31,1,4,12,0,bad
35,1.025,1,0,0,0,0,1,0,0,0,0,bad
36,0.0947,21,20,1,0,0,31,1,4,6,0,bad
37,1.0237,1,0,0,0,0,1,0,0,0,0,bad
38,0.0812,25,23,1,0,0,31,1,4,13,0,bad
39,1.0233,1,0,0,0,0,1,0,0,0,0,bad
40,0.0947,21,20,1,0,0,31,1,4,6,0,bad
41,1.0204,1,0,0,0,0,1,0,0,0,0,bad
42,0.0884,23,21,1,0,0,31,1,4,9,0,bad
43,1.023,1,0,0,0,0,1,0,0,0,0,bad
44,0.0829,25,22,1,0,0,31,1,4,12,0,bad
45,1.0274,1,0,0,0,0,1,0,0,0,0,bad
46,0.0811,25,23,1,0,0,31,1,4,13,0,bad
47,1.0224,1,0,0,0,0,1,0,0,0,0,bad
48,16.4349,1,1,0,1,0,0,1,0,0,0,good
49,7.7825,1,0,0,0,0,0,1,0,0,0,good
50,3.8615,1,0,0,0,0,1,0,0,0,0,good
51,0.0313,9,9,0,0,0,18,0,0,0,0,good
52,2.1855,1,1,0,0,0,2,0,0,0,0,good
53,0.0103,15,10,8,2,0,11,2,0,23,0,good
54,1.605,1,0,0,0,0,0,0,0,0,0,good
55,0.0617,6,5,0,0,0,0,0,0,5,0,good
56,0.0034,91,71,8,0,0,4,0,0,72,0,good
57,0.3019,1,1,0,0,0,1,0,0,1,0,good
58,0.0126,19,9,6,0,0,7,0,0,23,0,good
59,0.0501,6,4,3,1,0,0,0,0,7,0,good
60,1.4361,1,1,0,1,0,0,0,0,1,0,good
61,0.0016,148,102,21,0,0,18,0,17,274,0,good
62,0.0011,207,107,82,0,0,16,0,50,380,0,good
63,0.001,241,142,43,0,0,25,0,68,423,0,good
64,0.0121,13,10,6,0,0,7,0,8,28,0,good
65,0.1246,3,2,0,0,0,0,0,2,3,0,good
66,0.0016,150,63,49,0,0,22,0,54,250,0,good
67,0.0056,52,8,6,0,0,16,0,19,55,0,good
68,0.0014,186,22,13,0,0,45,0,45,320,0,good
69,0.1689,3,2,1,0,0,1,0,0,6,0,good
70,0.6229,1,0,0,0,0,0,0,0,1,0,good
71,0.0084,37,13,3,0,0,4,0,14,48,0,good
72,0.007,44,6,5,0,0,3,0,22,47,0,good
73,0.0041,41,38,25,0,0,5,0,18,109,0,good
74,0.0016,130,22,16,0,0,8,0,26,276,0,good
75,0.0058,42,8,4,0,0,0,0,20,74,0,good
76,0.0027,95,41,17,0,0,10,0,22,161,0,good
77,0.0066,34,19,13,0,0,16,0,8,61,0,good
78,0.0681,9,3,2,0,0,0,0,1,14,0,good
79,0.0075,31,17,5,0,0,37,0,5,18,0,good
80,0.0114,22,22,0,0,0,44,0,0,0,0,good
81,0.0093,28,25,2,0,0,49,0,0,6,0,good
82,0.0176,19,18,0,0,0,36,0,0,1,0,good
83,0.0296,9,4,4,0,0,0,0,0,22,0,good
84,0.0249,9,4,2,0,0,0,0,2,19,0,good
85,0.2759,2,1,0,0,0,0,0,0,3,0,good
86,0.1261,2,1,1,0,0,0,0,0,4,0,good
87,0.1279,2,1,1,0,0,0,0,2,2,0,good
88,0.0536,5,4,1,0,0,8,0,0,2,0,good
89,1.0401,1,0,0,0,0,0,1,0,0,0,good
90,0.2418,2,2,1,0,0,0,0,0,2,0,good
91,0.1354,4,3,1,0,0,0,0,2,6,0,good
92,0.233,2,2,0,0,0,0,0,0,1,0,good
93,0.1274,3,1,0,0,0,0,0,0,1,0,good
94,0.0969,6,4,0,0,0,0,0,0,4,0,good
95,0.0555,4,4,3,0,0,0,0,0,8,0,good
96,0.166,3,3,0,0,0,0,0,0,2,0,good
97,0.0613,6,5,0,0,0,0,0,0,4,0,good
98,0.1198,3,2,0,0,0,0,0,0,2,0,good
99,0.146,2,2,0,0,0,0,0,0,1,0,good
100,0.0065,42,32,6,0,0,4,0,6,35,0,good
101,0.0102,43,27,0,0,0,0,0,0,26,0,good
102,0.0035,94,55,0,0,0,0,0,0,54,0,good
103,0.128,7,6,0,0,0,0,0,0,5,0,good
104,0.4799,2,2,0,0,0,0,0,0,2,0,good
105,0.2503,2,2,0,0,0,0,0,0,4,0,good
106,0.3507,2,1,0,0,0,0,0,1,2,0,good
107,0.0052,49,41,5,0,0,10,0,12,77,0,good
108,0.0028,57,53,37,0,0,4,0,15,114,0,good
109,0.0012,244,162,15,0,0,8,0,36,387,0,good
110,0.0014,110,104,89,0,0,4,0,67,333,0,good
111,0.002,243,159,24,0,0,1,0,9,432,0,good
112,0.0053,56,36,32,0,0,51,1,4,123,0,good
113,0.9495,1,1,0,0,0,0,1,1,0,0,good
114,0.2001,4,3,1,1,0,0,0,3,4,0,good
115,0.8796,1,1,0,1,0,0,0,0,1,0,good
116,0.9795,2,2,1,1,0,0,0,0,6,0,good
117,4.52,1,0,0,0,0,0,0,0,0,0,good
118,0.2503,2,2,0,0,0,0,0,0,2,0,good
119,0.4279,3,2,2,0,0,1,0,0,4,0,good
120,0.1307,3,2,2,0,0,5,3,0,0,0,good
121,0.2505,1,1,1,0,0,2,2,0,0,0,good
122,0.2025,1,1,1,0,0,2,1,0,1,0,good
123,0.0566,5,3,1,0,0,2,2,0,7,0,good
124,0.1904,2,1,0,0,0,0,1,0,2,0,good
125,0.0855,2,2,1,0,0,2,1,0,4,0,good
126,0.1009,3,1,1,0,0,2,2,0,3,0,good
127,0.1747,2,1,1,0,0,0,1,0,3,0,good
128,0.2504,1,1,1,0,0,2,2,0,0,0,good
129,0.0883,2,2,1,0,0,2,1,0,6,0,good
130,0.3178,1,1,1,0,0,0,0,0,4,0,good
131,0.4876,1,1,1,0,0,0,0,0,2,0,good
132,0.2261,2,1,1,0,0,0,0,0,3,0,good
133,0.3127,1,1,1,0,0,0,0,0,3,0,good
134,1.4251,2,1,0,0,0,1,0,0,2,0,good
135,0.1699,3,2,1,0,0,3,3,0,0,0,good
136,0.2504,2,1,1,0,0,2,2,0,0,0,good
137,0.2504,2,1,1,0,0,2,2,0,0,0,good
138,0.1431,3,2,1,0,0,2,2,0,3,0,good
139,0.2503,2,1,1,0,0,2,2,0,0,0,good
140,0.1427,1,1,1,0,0,2,1,0,1,0,good
141,0.0619,3,2,2,0,0,2,2,0,5,0,good
142,0.8748,1,0,0,0,0,0,1,0,0,0,good
143,0.1309,2,1,1,0,0,3,1,0,0,0,good
144,0.0048,45,33,11,0,0,11,0,3,82,0,good
145,0.0014,238,135,0,0,0,0,0,6,367,0,good
146,7.00E-04,483,240,0,0,0,0,0,8,715,0,good
147,9.00E-04,398,186,1,1,0,0,0,12,572,0,good
148,0.0013,363,174,1,1,0,0,0,10,527,0,good
149,0.0239,74,35,1,0,0,0,2,1,106,0,good
150,1.6679,2,1,0,0,0,0,0,0,1,0,good
151,0.1669,4,1,1,0,0,0,0,0,2,0,good
152,2.4181,2,1,0,0,0,0,0,0,2,0,good
153,1.449,1,0,0,0,0,0,1,0,0,0,good
154,4.1864,1,0,0,0,0,0,0,1,0,0,good
155,0.0108,34,21,7,0,0,12,0,6,60,0,good
156,6.00E-04,574,299,1,0,0,0,0,0,874,0,good
157,4.00E-04,920,457,2,0,0,0,0,2,1379,0,good
158,4.00E-04,948,463,1,0,0,0,1,0,1411,0,good
159,3.00E-04,987,463,2,0,0,0,0,4,1450,0,good
160,4.00E-04,955,463,0,0,0,0,0,0,1418,0,good
161,4.00E-04,931,446,0,0,0,0,0,0,1377,0,good
162,3.00E-04,978,454,0,0,0,0,0,0,1432,0,good
163,4.00E-04,921,455,0,0,0,0,0,0,1376,0,good
164,3.00E-04,958,478,1,0,0,0,0,0,1435,0,good
165,3.00E-04,989,462,0,0,0,0,0,0,1451,0,good
166,4.00E-04,935,453,1,0,0,0,0,0,1388,0,good
167,4.00E-04,954,467,0,0,0,0,0,0,1421,0,good
168,4.00E-04,957,457,3,0,0,0,0,2,1414,0,good
169,4.00E-04,898,437,0,0,0,0,0,0,1335,0,good
170,4.00E-04,903,442,0,0,0,0,0,0,1345,0,good
171,3.00E-04,979,477,4,0,0,0,0,0,1460,0,good
172,3.00E-04,959,465,4,0,0,0,0,0,1432,0,good
173,3.00E-04,976,483,3,0,0,0,0,0,1462,0,good
174,4.00E-04,945,456,3,0,0,0,0,2,1407,0,good
175,4.00E-04,933,453,0,0,0,0,0,0,1386,0,good
176,3.00E-04,974,483,2,0,0,0,0,2,1457,0,good
177,4.00E-04,898,426,7,0,0,0,0,0,1332,0,good
178,0.0616,8,2,1,0,0,0,0,0,16,0,good
179,0.667,2,1,0,0,0,0,0,0,3,0,good
180,0.2224,6,2,1,0,0,0,0,0,9,0,good
181,0.0417,14,5,2,0,0,0,0,0,23,0,good
182,0.1111,9,3,2,0,0,0,0,0,17,0,good
183,0.1157,3,3,2,0,0,0,0,1,7,0,good
184,0.2143,2,1,1,1,0,0,0,1,2,0,good
185,1.64,1,1,0,1,0,0,1,0,0,0,good
186,2.9247,2,0,0,0,0,0,1,1,0,0,good
187,1.0468,2,1,0,0,0,0,0,1,1,0,good
188,0.1795,3,1,0,0,0,0,0,0,3,0,good
189,1.4287,2,1,0,0,0,0,0,0,2,0,good
190,0.2936,2,1,0,0,0,0,0,1,1,0,good
191,0.945,2,1,0,0,0,0,0,1,2,0,good
192,0.3338,1,1,1,0,0,0,0,0,3,0,good
193,0.0286,11,10,9,0,0,0,0,0,31,0,good
194,0.3335,2,1,0,0,0,0,0,0,3,0,good
195,0.3335,3,1,1,0,0,0,0,0,4,0,good
196,3.2843,2,1,1,0,0,0,0,1,3,0,good
197,0.7887,2,2,0,0,0,0,0,1,2,0,good
198,0.1,6,4,0,0,0,0,0,0,5,0,good
199,0.091,6,5,0,0,0,0,0,0,6,0,good
200,0.0536,6,5,1,0,0,0,0,0,7,0,good
201,1.2527,1,1,0,0,0,1,0,0,0,0,good
202,0.0061,81,58,2,0,0,3,0,3,136,0,good
203,0.6939,2,2,1,1,0,0,2,1,2,0,good
204,1.9174,1,1,0,1,0,0,0,0,0,0,good
205,1.5503,2,2,0,0,0,0,0,0,2,0,good
206,0.5835,6,6,0,0,0,0,0,0,9,0,good
207,0.6022,2,1,0,0,0,0,0,0,2,0,good
208,0.398,2,1,0,0,0,0,0,0,2,0,good
209,1.2692,2,1,0,0,0,0,0,0,2,0,good
210,0.1731,6,5,0,0,0,0,0,1,6,0,good
211,0.2286,2,2,0,0,0,0,0,2,2,0,good
212,0.2959,2,2,0,0,0,0,0,1,2,0,good
213,0.0834,6,6,0,0,0,0,0,0,7,0,good
214,0.1667,6,6,0,0,0,0,0,0,7,0,good
215,0.4013,6,6,0,0,0,0,0,1,7,0,good
216,1.1776,2,1,1,0,0,0,1,1,2,0,good
217,3.7808,1,0,0,0,0,1,0,0,0,0,good
218,0.0106,26,12,6,0,0,11,0,0,27,0,good
219,0.187,10,7,1,0,0,0,0,0,11,0,good
220,0.3799,1,1,1,1,0,0,0,0,2,0,good
221,1.4339,1,1,0,1,0,0,1,0,0,0,good
222,1.0313,1,0,0,0,0,0,1,0,0,0,good
223,0.951,1,1,0,0,0,0,1,0,1,0,good
224,2.3368,2,2,1,0,0,0,0,1,3,0,good
225,0.3775,2,1,1,0,0,1,0,1,2,0,good
226,0.2508,8,8,2,1,0,3,0,0,9,0,good
227,0.1249,3,2,1,1,0,0,1,0,2,0,good
228,0.1517,3,3,0,0,0,0,0,0,2,0,good
229,0.1574,3,2,1,0,0,0,1,0,2,0,good
230,0.0843,7,6,1,0,0,0,1,0,5,0,good
231,0.0062,56,36,2,0,0,0,1,2,37,0,good
232,0.0056,61,42,5,0,0,1,1,0,42,0,good
233,0.023,11,8,2,0,0,3,0,0,12,0,good
234,0.0566,16,10,5,0,0,4,2,0,15,0,good
235,0.3985,2,1,0,0,0,0,3,0,0,0,good
236,0.9216,1,0,0,0,0,0,1,0,0,0,good
237,1.1971,1,0,0,0,0,0,0,0,1,0,good
238,0.1192,3,3,1,0,0,1,1,2,4,0,good
239,1.0241,1,0,0,0,0,0,1,0,0,0,good
240,1.0239,1,0,0,0,0,0,1,0,0,0,good
241,1.8433,1,0,0,0,0,0,1,0,0,0,good
242,0.067,5,3,2,0,0,4,0,1,5,0,good
243,9.00E-04,222,186,85,0,0,15,1,63,505,0,good
244,0.0873,2,2,2,0,0,3,0,1,3,0,good
245,0.001,313,188,6,0,0,2,1,81,431,0,good
246,0.0656,19,19,4,1,0,8,0,2,35,0,good
247,0.3993,1,1,0,1,0,0,0,0,1,0,good
248,0.2052,2,2,1,0,0,0,0,0,6,0,good
249,0.1872,2,1,1,0,0,0,1,0,3,0,good
250,0.5237,1,0,0,0,0,0,0,0,1,0,good
251,0.0334,7,7,1,0,0,0,1,2,12,0,good
252,1.024,1,0,0,0,0,0,1,0,0,0,good
253,2.5513,1,0,0,0,0,0,0,0,1,0,good
254,0.7004,2,1,0,0,0,1,0,0,2,0,good
255,0.0085,75,40,34,0,0,3,1,19,129,0,good
256,0.9217,1,0,0,0,0,0,1,0,0,0,good
257,1.024,1,0,0,0,0,0,1,0,0,0,good
258,2.9693,1,0,0,0,0,0,0,0,1,0,good
259,0.3335,1,1,1,0,0,0,0,0,3,0,good
260,1.3734,1,1,1,0,0,0,1,0,2,0,good
261,0.9207,1,0,0,0,0,0,1,0,0,0,good
262,0.3758,2,1,0,0,0,0,3,0,0,0,good
263,16.6469,1,0,0,0,0,0,0,1,0,0,good
264,0.7422,2,1,1,0,0,0,0,1,2,0,good
265,0.1319,2,2,1,0,0,0,0,1,4,0,good
266,0.0011,218,180,28,0,0,8,0,20,434,0,good
267,0.0014,148,144,59,0,0,0,0,47,308,0,good
268,0.0043,53,35,9,2,0,18,0,12,84,0,good
269,0.0824,30,10,10,0,0,4,0,12,40,0,good
270,0.2002,2,1,1,0,0,0,2,0,3,0,good
271,1.0312,1,1,1,0,0,0,0,0,3,0,good
272,0.3671,1,1,1,0,0,0,0,0,3,0,good
273,0.5863,3,2,1,0,0,0,0,1,5,0,good
274,0.0105,29,24,2,0,0,4,0,10,44,0,good
275,0.0049,58,12,9,0,0,24,0,17,66,0,good
276,0.0951,10,8,2,0,0,0,0,4,16,0,good
277,0.6001,2,2,1,0,0,0,1,0,4,0,good
278,0.0455,13,2,2,0,0,0,0,0,22,0,good
279,0.7641,4,1,1,0,0,1,0,0,5,0,good
280,0.0195,11,8,6,0,0,7,0,0,16,0,good
281,0.0068,39,17,17,0,0,6,0,4,67,0,good
282,0.0307,83,56,1,0,0,0,0,0,122,0,good
283,0.332,2,1,0,0,0,0,0,0,3,0,good
284,0.123,3,2,1,1,0,0,0,2,4,0,good
285,3.0271,1,1,0,1,0,0,1,0,0,0,good
286,7.6131,1,0,0,0,0,0,0,0,1,0,good
287,2.6712,1,1,1,0,0,0,0,0,3,0,good
288,0.5688,2,1,0,0,0,0,0,0,2,0,good
289,0.0385,6,5,1,0,0,0,0,1,11,0,good
290,0.001,335,334,35,0,0,12,0,32,703,0,good
291,0.005,57,11,10,0,0,20,0,20,61,0,good
292,0.0329,20,15,6,0,0,0,1,9,34,0,good
293,0.9913,2,0,0,0,0,0,1,0,1,0,good
294,0.3334,1,1,1,0,0,0,0,0,3,0,good
295,0.0556,12,2,1,0,0,0,0,0,18,0,good
296,0.1563,7,1,1,1,0,0,0,0,11,0,good
297,0.5625,1,1,0,1,0,0,0,0,1,0,good
298,0.452,1,1,1,0,0,0,0,0,3,0,good
299,3.2071,1,1,1,0,0,0,0,0,2,0,good
300,0.1543,3,2,0,0,0,0,0,0,2,0,good
301,2.5708,3,2,0,0,0,0,0,0,2,0,good
302,0.2378,3,2,0,0,0,0,0,0,2,0,good
303,0.5184,2,2,1,0,0,0,1,0,2,0,good
304,1.1409,1,0,0,0,0,0,0,0,0,0,good
305,0.064,4,3,1,0,0,0,2,0,2,0,good
306,0.0811,6,4,0,0,0,0,0,0,5,0,good
307,0.2009,3,3,0,0,0,0,0,0,3,0,good
308,0.1242,3,2,0,0,0,0,0,0,2,0,good
309,0.4611,3,2,0,0,0,0,0,0,2,0,good
310,0.0827,6,4,0,0,0,0,0,0,4,0,good
311,0.1044,3,2,0,0,0,0,0,0,2,0,good
312,0.151,3,2,0,0,0,0,0,0,2,0,good
313,0.0083,78,57,2,0,0,3,0,0,56,0,good
314,0.0035,95,48,0,0,0,0,0,0,50,0,good
315,1.2116,1,1,1,0,0,1,0,0,1,0,good
316,0.2812,7,5,2,3,0,3,0,0,7,0,good
317,0.0412,7,6,1,1,0,0,0,0,8,0,good
318,0.3336,1,1,1,0,0,0,0,0,3,0,good
319,0.0668,5,4,1,0,0,0,0,0,10,0,good
320,0.0952,5,5,1,0,0,0,0,0,7,0,good
321,1.8861,1,1,1,0,0,0,0,0,2,0,good
322,1.5056,1,1,0,0,0,0,0,0,1,0,good
323,1.5166,2,1,0,0,0,0,0,0,3,0,good
324,0.3996,1,1,1,0,0,0,0,0,2,0,good
325,0.2635,2,2,0,0,0,0,0,0,1,0,good
326,0.2553,3,1,1,0,0,0,0,0,3,0,good
327,0.3047,1,1,1,0,0,0,0,0,2,0,good
328,0.0844,7,5,0,0,0,0,0,0,5,0,good
329,0.1985,2,1,1,0,0,0,1,0,1,0,good
